Estimated Visits,Domain,Traffic share,Change,Global Rank,Avg. Visit Duration,Pages / Visit,Bounce Rate,AdSense
585973,rightnow.org,0.035930193%,-11.53%,"38,961",00:07:49,5.76,14.20%,
1914208,ghost.org,0.035247001%,19.77%,"23,411",00:03:54,3.57,49.27%,
1257105,epsonconnect.com,0.034936303%,-2.10%,"28,400",00:05:46,3.66,14.51%,
2182801,ganeshaspeaks.com,0.034769184%,20.90%,"18,714",00:02:43,2.74,49.51%,
1025469,tri.be,0.032605544%,-10.06%,"30,238",00:05:51,4.70,43.09%,
2182801,ganeshaspeaks.com,0.034769184%,20.90%,"18,714",00:02:43,2.74,49.51%,
1025469,tri.be,0.032605544%,-10.06%,"30,238",00:05:51,4.70,43.09%,
622998,bible.is,0.030309704%,-6.01%,"35,948",00:16:52,8.68,28.07%,
622998,bible.is,0.030309704%,-6.01%,"35,948",00:16:52,8.68,28.07%,
3441082,flirt.com,0.029333489%,-5.22%,"8,486",00:05:50,5.22,44.35%,
3441082,flirt.com,0.029333489%,-5.22%,"8,486",00:05:50,5.22,44.35%,
449051,mlife.com,0.028468331%,,"55,676",00:06:48,5.43,20.69%,
449051,mlife.com,0.028468331%,,"55,676",00:06:48,5.43,20.69%,
470752,atlanticbb.net,0.027143219%,0.11%,"52,354",00:17:33,4.23,40.19%,
470752,atlanticbb.net,0.027143219%,0.11%,"52,354",00:17:33,4.23,40.19%,
500079,sharemylesson.com,0.026983436%,,"46,263",00:03:36,5.31,34.85%,
500079,sharemylesson.com,0.026983436%,,"46,263",00:03:36,5.31,34.85%,
1027482,learnable.com,0.026157035%,-9.21%,"33,787",00:03:44,4.10,43.07%,
1027482,learnable.com,0.026157035%,-9.21%,"33,787",00:03:44,4.10,43.07%,
361334,shopwithscrip.com,0.025747342%,16.91%,"50,353",00:07:46,9.41,15.49%,
455216,spiritdaily.com,0.025380189%,7.83%,"71,150",00:12:34,3.04,48.27%,
442346,whatsyourprice.com,0.025004526%,-2.37%,"32,324",00:07:49,22.74,13.29%,
510848,omegafi.com,0.024863656%,7.91%,"45,382",00:04:57,6.84,42.82%,
648520,realjock.com,0.024835982%,-8.51%,"36,564",00:03:46,7.05,50.73%,Yes
2382315,jiayuan.com,0.023526059%,-23.10%,"7,200",00:09:41,9.57,21.30%,
328893,joyoftournaments.com,0.023493003%,17.66%,"67,629",00:04:42,8.58,20.86%,
364538,sugardoodle.net,0.023349419%,-3.76%,"68,901",00:04:49,3.57,45.28%,
2255835,muslima.com,0.022448760%,-10.47%,"5,961",00:16:59,18.86,18.13%,Yes
Estimated Visits,lunaticoutpost.com,0.022430157%,-14.07%,49,338,00:03:18,4.49,65.27%,
427809,lifeout.com,0.021441538%,2.63%,"32,629",00:12:58,31.09,7.98%,
518539,iie.org,0.021359004%,-7.39%,"59,576",00:02:51,2.64,47.27%,
11162830,gayromeo.com,0.021260717%,10.15%,"1,160",00:10:35,22.79,15.64%,Yes
1635892,filipinocupid.com,0.021216097%,-29.07%,"8,563",00:17:49,22.10,17.25%,Yes
2067963,dateinasia.com,0.020992431%,11.29%,"7,120",00:26:37,33.28,14.03%,Yes
432903,mybodygallery.com,0.020797538%,18.81%,"46,758",00:02:46,12.06,16.19%,Yes
402043,crosscards.com,0.020565140%,0.40%,"52,774",00:03:59,6.19,34.33%,Yes
3631800,jeevansathi.com,0.020430859%,-0.29%,"6,368",00:05:42,8.51,30.35%,
1140393,asiandating.com,0.020172095%,-5.26%,"13,306",00:14:49,13.06,27.34%,Yes
280168,elks.org,0.019554557%,13.16%,"83,245",00:03:48,5.45,33.50%,
281037,canesinsight.com,0.019479267%,-9.23%,"54,871",00:09:45,10.04,15.49%,Yes
1276109,omegle.me,0.019289956%,-11.17%,"27,803",00:03:54,3.03,38.39%,
452744,feizan.com,0.019171165%,8.12%,"48,270",00:07:42,7.31,20.88%,Yes
360333,awmi.net,0.017189211%,-17.40%,"65,641",00:03:49,3.47,46.76%,
290975,saddleback.com,0.016668176%,-9.51%,"84,540",00:02:59,3.13,46.06%,
336710,bethel.tv,0.016498361%,-37.46%,"35,456",00:03:42,3.87,27.25%,
242020,mtbproject.com,0.016467822%,,"113,153",00:05:34,4.99,44.79%,Yes
300168,fitness-singles.com,0.016353584%,-10.80%,"47,059",00:07:52,18.24,36.97%,
534744,adonit.net,0.016154214%,19.36%,"69,357",00:02:36,2.58,44.52%,
237253,loveandseek.com,0.016083440%,-23.95%,"49,283",00:06:39,11.71,15.75%,
392281,conspire.com,0.016081716%,419.20%,"297,787",00:04:48,5.64,27.40%,
316869,praisecharts.com,0.015890269%,-0.81%,"85,054",00:03:44,3.76,49.84%,
706621,mbt3th.us,0.015712999%,-16.57%,"38,098",00:03:58,4.97,24.25%,Yes
Estimated Visits,skeptic.com,0.015711446%,27.31%,123,588,00:00:55,1.25,83.54%,
2155242,bearwww.com,0.014947400%,-4.68%,"12,515",00:04:51,6.70,27.53%,
604063,ihookup.com,0.014878910%,-36.07%,"20,745",00:13:41,26.68,19.06%,
359599,shewired.com,0.014419726%,1.70%,"85,879",00:02:31,4.14,49.55%,
360300,picturelife.com,0.014130252%,7.56%,"46,465",00:04:48,22.90,27.87%,
337728,iranianpersonals.com,0.013789990%,8.38%,"49,094",00:06:47,13.84,22.03%,Yes
239411,worlize.com,0.013400185%,-11.24%,"119,887",00:05:36,2.76,23.17%,
197902,watchdisneyjunior.go.com,0.013360433%,-2.45%,"113,672",00:09:49,4.03,26.24%,
410985,dynamitecircle.com,0.013167871%,-18.15%,"74,398",00:06:52,4.51,24.71%,
6617031,leprosorium.ru,0.012927117%,42.96%,"4,790",00:05:55,3.77,30.67%,
210940,treat.com,0.012915059%,-22.83%,"80,942",00:05:50,6.06,41.87%,
286463,skullgirls.com,0.012820887%,16.75%,"93,473",00:04:43,5.72,50.19%,
183300,black011.com,0.012805763%,-20.51%,"87,783",00:12:33,8.85,9.01%,
308522,neonmob.com,0.012785441%,9.33%,"28,423",00:03:38,7.21,31.25%,
724129,blogger.ba,0.012778326%,75.67%,"50,025",00:05:57,3.64,33.33%,Yes
365935,guyspy.com,0.012717629%,-1.86%,"44,440",00:10:44,18.28,33.97%,Yes
502246,ghost-trappers.com,0.012676223%,333.79%,"24,873",00:24:57,33.34,9.80%,
200452,mancrates.com,0.012563554%,44.88%,"167,081",00:04:50,4.93,30.80%,
452510,coh2.org,0.012528287%,44.20%,"95,514",00:08:44,5.79,35.15%,Yes
2151711,tangthuvien.vn,0.012411665%,-13.75%,"14,451",00:16:43,4.59,25.84%,Yes
374878,odili.net,0.012368759%,-0.31%,"64,107",00:08:42,5.02,37.80%,
180261,mizville.org,0.011931846%,-16.50%,"79,026",00:16:38,15.95,18.03%,
189391,responsecenters.org,0.011854813%,-10.82%,"78,918",00:11:41,11.86,4.89%,
Estimated Visits,bigmarker.com,0.011842883%,82.22%,153,858,00:10:20,5.61,36.29%,
341207,cupid.com,0.011818886%,-6.68%,"62,802",00:06:40,6.78,43.46%,
596221,transparency.org,0.011705053%,47.99%,"71,686",00:02:38,3.35,45.94%,
4890487,tiin.vn,0.011451670%,-23.98%,"4,891",00:02:47,4.28,50.70%,Yes
199951,actionnetwork.org,0.011405428%,4.89%,"126,970",00:02:35,3.12,50.44%,
198137,furriesxtreme.org,0.011387508%,1.94%,"112,349",00:11:58,8.26,17.85%,
529870,mensa.org,0.011232223%,39.60%,"60,860",00:05:36,3.70,23.90%,
207664,globalladies.com,0.011031324%,-9.03%,"77,022",00:06:41,12.57,12.42%,
172162,torahanytime.com,0.010994796%,-28.01%,"106,946",00:03:43,3.96,36.83%,
496554,misfit.com,0.010795871%,-31.41%,"46,189",00:02:52,2.96,40.18%,
206604,easymatch.com,0.010713481%,7.59%,"99,096",00:06:42,7.77,25.59%,
150478,seniorsmeet.com,0.010576758%,-2.60%,"82,869",00:07:49,12.93,12.53%,
429932,friendsbroker.com,0.010539739%,16.72%,"36,171",00:40:51,43.40,7.47%,
160676,truthforlife.org,0.010262687%,6.21%,"123,082",00:05:38,7.28,37.88%,
212536,hotrussianbrides.com,0.010228113%,-18.43%,"48,587",00:10:42,34.70,30.78%,
148693,churchteams.com,0.010138924%,-13.24%,"85,558",00:07:33,8.52,27.01%,
164672,esalen.org,0.010117274%,25.06%,"161,958",00:03:34,4.02,31.46%,
191966,christianaudio.com,0.010096197%,-2.42%,"118,738",00:02:41,4.77,49.90%,
168750,getv.org,0.009961962%,104.02%,"248,508",00:02:40,4.07,15.84%,
839042,afrointroductions.com,0.009916014%,21.48%,"19,942",00:22:41,16.15,24.24%,Yes
151347,nsbe.org,0.009896070%,22.80%,"146,686",00:06:58,8.45,26.27%,Yes
233305,postcount.net,0.009717576%,10.51%,"115,993",00:06:59,6.68,40.03%,
Estimated Visits,perfectmatch.com,0.009712198%,-9.15%,77,496,00:03:08,6.07,62.37%,
170401,iamsecond.com,0.009632474%,6.05%,"142,632",00:05:40,3.60,44.20%,
333848,arablounge.com,0.009556558%,-33.70%,"39,688",00:12:44,18.35,18.15%,Yes
212343,jewornotjew.com,0.009546723%,12.83%,"100,046",00:02:37,7.16,49.15%,
154075,lolashoetique.com,0.009452348%,1.64%,"104,462",00:08:37,9.45,18.13%,
314512,leanstartupmachine.com,0.009450740%,-19.17%,"87,353",00:02:31,3.04,49.74%,
456935,ankawa.com,0.009434044%,-23.22%,"53,277",00:08:51,5.96,32.04%,Yes
154382,onlysimchas.com,0.009217304%,4.51%,"142,048",00:02:54,5.12,45.86%,Yes
135547,scripturetyper.com,0.009052895%,-18.56%,"77,222",00:15:57,21.06,16.96%,
174339,bigmuscle.com,0.008901528%,16.61%,"92,742",00:09:46,21.34,6.89%,
269683,wels.net,0.008752354%,-10.67%,"101,811",00:03:37,2.63,48.38%,
551201,uzit.co.il,0.008606670%,188.85%,"26,913",01:08:25,12.08,29.41%,Yes
286456,newagestore.com,0.008373759%,-35.46%,"66,386",00:03:41,5.54,24.96%,Yes
177628,manduka.com,0.008262682%,-0.61%,"119,979",00:03:55,4.19,34.10%,
135470,missionbelt.com,0.008200901%,131.44%,"313,930",00:02:59,4.27,25.39%,
245620,wordai.com,0.008133637%,-30.99%,"79,523",00:04:43,3.90,29.52%,
114469,fromtherumbleseat.com,0.008107800%,86.38%,"348,523",00:05:58,2.72,38.90%,
125816,mychabad.org,0.008022899%,-9.98%,"71,867",00:32:44,30.56,34.14%,
227883,hebrewbooks.org,0.007765890%,-25.48%,"64,768",00:04:58,10.61,40.27%,
Estimated Visits,spirithoods.com,0.007762797%,69.27%,247,342,00:03:20,3.70,28.19%,
214747,pawsru.org,0.007760121%,35.15%,"95,075",00:03:54,6.48,42.74%,
402888,glsen.org,0.007749420%,42.87%,"86,683",00:02:43,3.42,50.75%,
969112,manjam.com,0.007604977%,-46.91%,"14,480",00:10:35,10.70,15.38%,
194498,chasabl.com,0.007604497%,19.20%,"103,166",00:04:39,10.54,22.80%,
133609,yutorah.org,0.007568034%,-10.65%,"149,214",00:03:58,4.08,38.86%,
1192356,myzamana.com,0.007540093%,-43.28%,"17,734",00:15:32,6.30,27.08%,
113596,churchofthehighlands.com,0.007504457%,-18.49%,"151,551",00:03:37,3.56,30.88%,
1948798,rsvp.com.au,0.007444919%,-53.25%,"12,190",00:05:44,5.19,38.56%,
107638,nrsforu.com,0.007442310%,31.70%,"219,846",00:04:47,5.21,15.98%,
204095,ogorgeous.com,0.007377067%,39.47%,"137,764",00:02:59,4.45,32.50%,
2695870,gaydar.net,0.007374025%,-0.74%,"5,109",00:09:37,9.44,28.08%,
142071,pathbrite.com,0.007348710%,29.50%,"79,588",00:10:39,95.78,20.75%,
140598,wealthengine.com,0.007231069%,31.24%,"162,025",00:02:37,2.77,42.06%,
103656,givemn.org,0.007224623%,150.68%,"357,755",00:06:54,8.42,39.63%,
118945,wolf-pac.com,0.007066282%,17.33%,"224,500",00:02:37,2.60,31.43%,
3872372,amorenlinea.com,0.006899593%,-25.73%,"4,447",00:11:42,16.12,12.58%,
1293516,person.com,0.006835668%,-40.64%,"13,202",00:08:32,7.73,15.57%,Yes
839344,networkforgood.org,0.006807948%,7.18%,"48,825",00:02:47,3.62,48.91%,
667933,crowdin.com,0.006768946%,,"43,963",00:03:57,7.30,45.13%,
502828,gq.com.au,0.006765954%,0.55%,"48,670",00:02:39,5.99,29.94%,Yes
548264,girlg.com,0.006677010%,18.57%,"49,386",00:04:41,3.77,35.56%,Yes
247552,dominicancupid.com,0.006520212%,-25.45%,"51,105",00:15:49,20.63,20.74%,Yes
144622,easytithe.com,0.006518600%,-16.53%,"78,335",00:07:37,5.96,22.80%,
90481,charitymania.com,0.006431626%,-6.77%,"178,007",00:03:57,4.33,16.25%,
140869,my90forlife.com,0.006394684%,-6.75%,"130,010",00:06:46,5.66,38.27%,
Estimated Visits,cassiopaea.org,0.006393389%,4.16%,137,192,00:01:15,1.53,83.27%,
118369,fmsc.org,0.006292784%,33.77%,"201,417",00:02:49,2.83,36.82%,
343015,amigos.com,0.006264184%,7.45%,"52,324",00:07:55,48.55,34.24%,
144255,arabmatchmaking.com,0.006240564%,19.54%,"125,006",00:13:40,9.51,33.02%,Yes
97008,padalickingood.tumblr.com,0.006102960%,102.39%,"440,020",00:03:51,3.50,43.54%,
183468,rosebrides.com,0.006080109%,8.92%,"84,848",00:05:38,12.30,21.39%,Yes
86325,licensepet.com,0.006003983%,10.87%,"166,813",00:08:44,12.70,10.91%,
153557,sawyouatsinai.com,0.005972255%,-18.51%,"117,030",00:08:47,9.36,17.70%,
434268,vietnamcupid.com,0.005962434%,-29.96%,"36,786",00:06:47,12.33,11.39%,Yes
225984,younglife.org,0.005960299%,1.30%,"84,661",00:02:48,3.03,36.38%,
89088,mycatholic.com,0.005959160%,-8.98%,"285,904",00:10:54,3.06,32.88%,
399159,desifree.tv,0.005821526%,-38.69%,"69,958",00:06:33,3.49,31.30%,Yes
84276,tbp.org,0.005788649%,116.69%,"393,728",00:03:37,5.03,36.92%,
137977,jwed.com,0.005778060%,-38.65%,"99,812",00:12:34,14.98,28.95%,
134574,matchmaker.com,0.005729695%,-12.45%,"113,974",00:04:50,8.83,22.08%,Yes
77708,spyspotgps.com,0.005564297%,,"314,959",00:06:47,4.50,27.49%,
78739,philzone.org,0.005511640%,14.41%,"224,955",00:05:56,8.77,18.28%,
81957,chicago.ru,0.005499987%,,"480,792",00:12:57,6.78,18.13%,
118740,robinhood.org,0.005497772%,65.55%,"271,120",00:02:38,4.15,47.06%,
103565,freereadfeed.com,0.005436904%,-11.07%,"153,574",00:07:58,5.38,30.16%,Yes
175555,kryon.com,0.005349585%,1.09%,"140,559",00:02:49,3.33,25.58%,
Estimated Visits,citizenlink.com,0.005349186%,80.50%,412,540,00:01:35,1.82,26.52%,
144460,wildcritters.ws,0.005330504%,-16.99%,"106,965",00:04:37,14.19,30.31%,
289283,hidabroot.org,0.005232419%,3.73%,"84,989",00:06:35,12.33,38.82%,Yes
122641,ijm.org,0.005181370%,37.16%,"225,287",00:02:45,2.62,43.71%,
73949,waguns.org,0.005155844%,6.14%,"145,807",00:12:36,19.18,21.77%,
94715,gfa.org,0.005119635%,-16.04%,"210,593",00:02:50,3.50,39.20%,
135487,isep.org,0.005079519%,0.24%,"155,728",00:04:45,5.62,37.34%,
93569,wycliffe.org,0.005066793%,-0.88%,"206,331",00:02:47,3.58,37.10%,
71809,sugardaddytoday.com,0.005051852%,7.61%,"123,539",00:14:59,18.80,13.26%,Yes
90282,canvus.com,0.005043696%,,"385,726",00:02:33,3.22,50.03%,
199539,metrodate.com,0.005014741%,-33.02%,"64,348",00:12:58,14.92,36.55%,Yes
76436,noblehour.com,0.005006239%,62.54%,"254,188",00:05:51,7.43,26.95%,
85956,bikerplanet.com,0.005003015%,-24.96%,"140,580",00:08:41,13.14,34.26%,
80808,prepare-enrich.com,0.004987412%,-23.96%,"114,381",00:08:37,16.49,25.25%,
93419,casualdates.com,0.004954714%,-22.77%,"147,947",00:05:41,4.91,36.06%,
216105,asiafriendfinder.com,0.004904793%,-29.13%,"88,315",00:09:47,7.16,37.07%,
1162151,fdating.com,0.004885486%,18.54%,"12,795",00:12:40,31.09,10.38%,Yes
2024959,expatriates.com,0.004817796%,-21.56%,"9,172",00:06:59,8.71,35.80%,Yes
69677,copera.org,0.004797292%,30.35%,"297,144",00:08:37,6.74,18.77%,
232311,joda.org,0.004786467%,64.68%,"161,830",00:02:58,2.81,50.56%,
96864,apo.org,0.004738636%,34.61%,"255,851",00:03:34,3.80,43.76%,
65887,frighttown.com,0.004700008%,,"1,320,674",00:03:35,3.75,26.79%,
Estimated Visits,plansponsor.com,0.004699721%,56.46%,197,297,00:28:03,28.21,48.30%,
1028684,dakaractu.com,0.004656448%,-36.92%,"31,777",00:10:55,4.51,30.28%,Yes
105551,gujaratmitra.in,0.004647853%,31.47%,"183,653",00:08:54,8.30,17.76%,
89073,thesubnet.com,0.004638156%,40.26%,"296,517",00:05:54,5.05,39.68%,
224048,tribalpages.com,0.004594508%,-12.96%,"51,296",00:08:48,8.77,46.90%,Yes
66920,benandme.com,0.004552200%,-7.57%,"247,869",00:09:37,5.58,44.73%,
78047,sae.net,0.004517826%,8.30%,"176,269",00:02:35,3.63,48.86%,
91775,adyashanti.org,0.004506727%,7.53%,"255,168",00:03:49,4.69,22.19%,
65242,autom.com,0.004481243%,-2.17%,"170,798",00:08:55,13.94,28.33%,
167933,kred.com,0.004456987%,-2.88%,"174,297",00:03:40,2.60,45.18%,
159615,vijaytamil.net,0.004446880%,43.50%,"178,584",00:16:31,7.27,12.96%,
359606,loveme.co.il,0.004445109%,120.12%,"53,844",00:13:43,18.44,8.05%,
232444,natashaclub.com,0.004443412%,75.54%,"41,467",00:10:56,75.70,24.24%,
75865,urnotalone.com,0.004415940%,30.91%,"169,794",00:12:37,32.37,14.43%,
77596,benchling.com,0.004392819%,119.82%,"343,291",00:08:33,6.93,27.78%,
73543,yogadirect.com,0.004329628%,3.05%,"261,006",00:03:53,6.42,41.33%,
73926,spiritualgangster.com,0.004296020%,-7.33%,"249,812",00:03:53,4.59,22.05%,
207993,eligiblegreeks.com,0.004293018%,-35.38%,"34,350",00:05:37,7.73,17.29%,Yes
59675,wordvoyage.com,0.004276386%,3.24%,"156,784",00:15:47,23.68,6.14%,
60852,deltasigmatheta.org,0.004268660%,-14.94%,"267,701",00:02:33,3.38,49.62%,
149101,muslims4marriage.com,0.004188884%,-15.53%,"114,836",00:06:57,8.71,30.73%,Yes
102884,settingcaptivesfree.com,0.004181400%,-6.92%,"197,234",00:14:57,4.95,19.00%,
Estimated Visits,chiesaditotti.com,0.004180925%,30.56%,333,113,00:04:40,2.15,25.36%,
108134,leuchtturm1917.com,0.004178035%,21.92%,"228,800",00:03:38,4.24,30.64%,
58378,mycarepack.com,0.004152932%,-14.15%,"137,548",00:09:40,23.42,11.67%,
165850,booktrack.com,0.004138959%,10.40%,"137,126",00:03:56,4.31,41.32%,
58118,2hands.org,0.004105012%,108.04%,"467,655",00:07:37,5.21,33.78%,Yes
57130,culpa.info,0.004065292%,-48.44%,"143,424",00:03:54,5.64,13.22%,Yes
150950,acstechnologies.com,0.004025110%,5.17%,"157,816",00:02:33,2.73,50.00%,
64059,yogayoga.com,0.004014055%,3.79%,"296,697",00:02:34,5.10,32.99%,
93786,amma.org,0.003928707%,108.66%,"352,779",00:02:39,3.17,43.37%,
54543,po.sh,0.003863079%,107.26%,"544,480",00:10:41,5.42,22.81%,
193546,cebuanas.com,0.003849085%,6.19%,"82,362",00:09:35,14.76,8.02%,
76725,teknia.com,0.003841768%,6.02%,"216,108",00:02:51,4.66,50.12%,
53508,screamtown.com,0.003823425%,,"1,071,971",00:03:42,3.35,29.48%,
4071966,2ch.hk,0.003803307%,-42.37%,"7,688",00:11:46,7.84,36.23%,
53168,ossca.org,0.003796773%,-0.59%,"276,162",00:07:51,7.00,5.29%,
78533,sinfonia.org,0.003793846%,39.20%,"208,461",00:05:44,4.90,46.67%,
83267,toastmade.com,0.003791822%,19.31%,"320,467",00:02:40,3.18,34.21%,
71800,namb.net,0.003755164%,-5.79%,"296,592",00:02:53,2.64,48.43%,
62443,azuregreen.net,0.003751006%,-5.28%,"170,813",00:11:41,14.63,22.61%,
140090,branham.org,0.003744980%,-9.91%,"188,209",00:03:34,2.89,40.38%,
976584,ttdsevaonline.com,0.003735050%,-18.22%,"18,847",00:09:45,16.97,7.59%,
Estimated Visits,flcbranson.org,0.003734625%,-6.62%,303,563,00:04:03,3.12,16.67%,
64979,grantstation.com,0.003713727%,3.14%,"325,662",00:08:41,7.00,30.61%,
55383,urs.org,0.003710913%,0.06%,"251,423",00:06:36,9.50,25.57%,
62146,warl.org,0.003707132%,35.95%,"473,315",00:02:57,3.00,21.50%,
54613,inforoo.com,0.003698637%,99.81%,"521,009",00:10:55,5.02,28.81%,
67856,swapfinder.com,0.003695255%,-49.96%,"138,577",00:03:36,8.19,31.58%,
559012,divitarot.com,0.003675716%,20.21%,"51,154",00:05:41,9.00,11.40%,Yes
239157,cyberastro.com,0.003672704%,-17.40%,"86,082",00:03:59,7.04,30.87%,Yes
63549,spiritualsingles.com,0.003644739%,10.59%,"262,402",00:10:51,10.57,18.95%,
120001,rootsmagic.com,0.003633907%,-46.54%,"121,182",00:02:43,2.61,34.90%,
129515,sachalayatan.com,0.003633489%,-19.94%,"119,812",00:10:42,5.51,43.07%,
82070,patronustrip.tumblr.com,0.003631198%,89.27%,"674,307",00:07:39,3.94,48.06%,
59521,mantry.com,0.003629799%,17.60%,"373,211",00:02:32,3.60,26.42%,
68089,wealthymen.com,0.003620059%,-40.93%,"166,455",00:05:56,4.79,32.65%,
84315,imb.org,0.003564453%,-17.97%,"156,102",00:04:49,3.48,34.51%,
74281,freestepdodge.com,0.003541604%,-15.76%,"262,749",00:05:43,3.50,49.86%,
107878,fit2fat2fit.com,0.003448750%,31.42%,"277,755",00:03:49,4.79,38.87%,Yes
61944,ccvonline.com,0.003445890%,-12.25%,"217,565",00:05:52,8.17,22.59%,
67307,eastinitiative.org,0.003406049%,-10.03%,"271,193",00:09:39,7.75,22.78%,
48148,northcantonheritage.org,0.003404922%,,"10,333,841",00:07:48,4.09,20.00%,
Estimated Visits,corazones.org,0.003404058%,-22.52%,60,163,00:02:02,1.49,75.75%,
67261,mediashout.com,0.003398431%,6.21%,"259,375",00:04:39,3.43,33.16%,
69737,largefriends.com,0.003398035%,-4.46%,"175,964",00:13:32,13.72,12.22%,
63663,salisburyschool.org,0.003386277%,39.90%,"327,319",00:02:53,4.54,24.51%,
114761,animalsbeingdicks.com,0.003339331%,12.03%,"161,481",00:07:39,14.52,38.00%,Yes
77605,peointernational.org,0.003303124%,-4.68%,"232,116",00:02:47,2.69,46.59%,
679614,jeunesseglobal.com,0.003298480%,-10.02%,"28,846",00:04:51,2.67,50.29%,
130915,vietsingle.com,0.003266791%,-28.55%,"108,872",00:09:38,10.28,22.90%,
102167,precept.org,0.003257591%,-25.88%,"146,051",00:04:43,4.81,35.24%,
58226,goodlifevapor.com,0.003244859%,21.18%,"289,662",00:03:58,7.26,33.02%,
55440,spcala.com,0.003221471%,108.73%,"468,503",00:08:38,7.88,25.57%,
66020,lcg.org,0.003181381%,27.06%,"299,823",00:03:53,3.75,47.62%,
67970,rosicrucian.org,0.003164547%,-9.18%,"234,195",00:03:35,3.21,50.86%,
57250,cogic.org,0.003162929%,-20.06%,"268,669",00:03:42,5.06,46.71%,
47305,gaynycdad.com,0.003129578%,24.33%,"473,320",00:04:36,4.36,43.37%,Yes
51739,playbunny.tumblr.com,0.003117737%,,"791,460",00:03:43,2.70,45.98%,
76860,earthwatch.org,0.003115991%,-4.46%,"253,688",00:02:45,3.18,44.12%,
98460,loveagain.com,0.003101422%,-24.76%,"125,408",00:06:54,3.84,44.14%,
53586,girlsinc.org,0.003088245%,19.41%,"401,687",00:02:43,3.00,40.06%,
Estimated Visits,gsanetwork.org,0.003088071%,27.45%,418,606,00:02:31,2.98,58.74%,
100642,rootsireland.ie,0.003069305%,14.56%,"134,310",00:03:52,2.97,42.84%,
59769,astrowin.org,0.003065400%,-25.17%,"233,861",00:07:52,6.31,23.66%,
50140,eichlers.com,0.003062860%,-29.28%,"252,267",00:03:40,4.18,37.79%,
48896,faithfirst.com,0.003054428%,-9.37%,"291,623",00:02:34,3.40,39.64%,
124974,bride.ru,0.003049242%,-9.60%,"86,060",00:05:33,24.11,15.09%,
77407,oneacrefund.org,0.003025416%,67.35%,"357,693",00:07:33,9.06,29.41%,
54812,mission.net,0.003017307%,27.31%,"299,284",00:02:46,5.42,48.11%,
155458,66.ca,0.003009028%,-39.40%,"90,704",00:07:42,8.84,21.34%,
43935,map.peacecorps.gov,0.003005958%,5.59%,"319,084",00:13:46,10.96,5.80%,
45228,appo.org,0.002967291%,-34.36%,"318,593",00:06:31,2.81,19.86%,
111482,personal.com,0.002952259%,-9.13%,"169,979",00:06:40,3.82,41.90%,
60791,furnation.com,0.002952056%,12.51%,"286,904",00:04:32,7.20,47.05%,
48757,dharmacrafts.com,0.002939604%,-16.25%,"265,553",00:03:45,6.87,35.58%,
46318,kinus.com,0.002927452%,13.60%,"476,128",00:08:37,8.06,36.53%,
41915,mylocalcrime.com,0.002906422%,17.61%,"255,652",00:03:32,16.62,13.57%,
104691,gaycastings.com,0.002904121%,-26.48%,"174,525",00:03:49,2.80,42.92%,
41161,faithconnector.com,0.002877229%,50.16%,"578,492",00:04:31,4.76,38.21%,
46731,northcoastchurch.com,0.002875843%,0.77%,"387,301",00:02:31,3.39,31.55%,
740147,jaumo.com,0.002870795%,-29.29%,"32,424",00:11:52,11.04,21.42%,Yes
